report_date,online_store,upc,retailer_product_code,brand,category,sub_category,product_description,review_date,review_rating,review_title,review_text,is_competitor,manufacturer,market,matched_keywords,time_of_publication,url,review_type,parent_review,manufacturers_response,dimension1,dimension2,dimension3,dimension4,dimension5,dimension6,dimension7,dimension8,verified_purchase,helpful_review_count,review_hash_id
5/18/2019,AMAZONPRIMEPANTRY,8.71811E+12,B0142CI6FC,Dove Men+Care,Personal Care,Deos,Dove Men+Care Extra Fresh Anti-perspirant Deodorant Aerosol 250ml,4/18/2019,5,Great product,Works well.,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/RH6U740HSPAD0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0142CI6FC,Organic,Child,,Deos,Men Aerosol Anti-Perspirant Deodorant,Male Anti-Perspirant Deodorant,,,,non-Power SKU,Core of the Core,TRUE,0,a4509d00-5386-2268-bc19-63223e75dc24
5/18/2019,AMAZONPRIMEPANTRY,8.71811E+12,B014G2ONG4,Hellmann's,Foods,Dressings,Hellmann's Real Squeezy mayonnaise 750ml,4/18/2019,5,Better than the rest,Tastes better than any other brand,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R2HM8TFOBMCV1R?ASIN=B014G2ONG4,Organic,Parent,,Dressings,#2 Mayo,Mayonnaise,,,,Power SKU,Core of the Core,TRUE,0,b2029700-28ba-d545-b85a-89c1f4de2807
5/17/2019,AMAZON,8.71256E+12,B00TA3L6UG,Lynx,Personal Care,Skin Cleansing,Lynx Black Shower Gel 400ml,4/17/2019,4,VFM,VFM,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R1AHLNPI81E6L2?ASIN=B00TA3L6UG,Organic,Parent,,Skin Cleansing,Shower General,Shower General,,,,non-Power SKU,Core of the Core,TRUE,0,824df879-069d-0ef9-4ce4-f5e80daafe0e
5/17/2019,AMAZON,8.71256E+12,B073QSDF1S,Comfort,Homecare,Laundry,Comfort Honeysuckle & Sandalwood Fabric Conditioner 33 Wash,4/17/2019,5,Great savings,Love this smell,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/RLYBFYA2FUZ6Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B073QSDF1S,Organic,Child,,Laundry,#17 Fabric Softener,COTC Fabric Conditioner,,,,non-Power SKU,Core of the Core,TRUE,1,798eace4-0123-32be-919b-7158a68e284a
5/17/2019,AMAZON,8.71045E+12,B077YLQ2R1,Comfort,Homecare,Laundry,Comfort Pure Fabric Conditioner 166 Wash 5L,4/17/2019,5,Economic,It really lasts longer and much cheaper in the end,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R34YQ9E2GGP065/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B077YLQ2R1,Organic,Parent,,Laundry,#17 Fabric Softener,,,,,Power SKU,Core of the Core,FALSE,1,ef0f0a19-675e-0465-ea11-0133505c107d
5/18/2019,AMAZON,8.71045E+12,B07CZGKTYB,Persil,Homecare,Laundry,"Persil 3in1 Non Bio Washing Capsules 50 Wash, 1350g",4/18/2019,5,Levels clothes clean an smelling fresh,Quick delivery good value for money Leaves clothes smelling clean an fresh.,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R1X23A1XOHEG67/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07CZGKTYB,Organic,Child,,Laundry,#6 Non-bio Capsules,Non Bio Washing Capsules,,,,Power SKU,Core of the Core,TRUE,0,b6ce0c0d-2c80-2c01-c30d-51ce1275e263
5/18/2019,AMAZON,8.71045E+12,B07CZGKTYB,Persil,Homecare,Laundry,"Persil 3in1 Non Bio Washing Capsules 50 Wash, 1350g",4/18/2019,5,What you’d expect,Exactly what you’d expect. I occasionally use 2 pods for larger loads. Slightly cheaper per pod than the supermarket.,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R1LG3Z7TNCXECT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07CZGKTYB,Organic,Child,,Laundry,#6 Non-bio Capsules,Non Bio Washing Capsules,,,,Power SKU,Core of the Core,TRUE,0,454709f2-efe8-3a71-044e-3fd19efef060
5/18/2019,AMAZON,8.71045E+12,B07CCNVLXY,Persil,Homecare,Laundry,"Persil 3in1 Colour Washing Capsules 38 Wash, 1026g",4/18/2019,5,What you’d expect,Exactly what you’d expect. I occasionally use 2 pods for larger loads. Slightly cheaper per pod than the supermarket.,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R1LG3Z7TNCXECT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07CCNVLXY,Organic,Child,,Laundry,#2 Colour Capsules,Colour Washing Capsules,,,,non-Power SKU,Core of the Core,TRUE,0,79b6d29f-9e75-2ce1-5e7c-fdce0d3287db
5/18/2019,AMAZON,8.71045E+12,B07CCNVLXY,Persil,Homecare,Laundry,"Persil 3in1 Colour Washing Capsules 38 Wash, 1026g",4/18/2019,5,Levels clothes clean an smelling fresh,Quick delivery good value for money Leaves clothes smelling clean an fresh.,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R1X23A1XOHEG67/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07CCNVLXY,Organic,Parent,,Laundry,#2 Colour Capsules,Colour Washing Capsules,,,,non-Power SKU,Core of the Core,TRUE,0,81411c3b-fdcb-c8be-413e-456de3e5c179
5/18/2019,AMAZON,8.71045E+12,B07BNMH6S8,Persil,Homecare,Laundry,"Persil 3in1 Bio Washing Capsules 38 Wash, 1026g",4/18/2019,5,What you’d expect,Exactly what you’d expect. I occasionally use 2 pods for larger loads. Slightly cheaper per pod than the supermarket.,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R1LG3Z7TNCXECT?ASIN=B07BNMH6S8,Organic,Parent,,Laundry,#12 Bio Capsules,Bio Washing Capsules,,,,non-Power SKU,Core of the Core,TRUE,0,c2f62ddb-2fe9-3f9f-1902-949a21565b22
5/18/2019,AMAZON,8.71045E+12,B07BNMH6S8,Persil,Homecare,Laundry,"Persil 3in1 Bio Washing Capsules 38 Wash, 1026g",4/18/2019,5,Levels clothes clean an smelling fresh,Quick delivery good value for money Leaves clothes smelling clean an fresh.,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R1X23A1XOHEG67?ASIN=B07BNMH6S8,Organic,Child,,Laundry,#12 Bio Capsules,Bio Washing Capsules,,,,non-Power SKU,Core of the Core,TRUE,0,bb11cb68-2a7a-0933-db5b-58a7c280b46a
5/18/2019,AMAZON,8.71045E+12,B07BNKMTMH,Persil,Homecare,Laundry,"Persil 3in1 Non Bio Washing Capsules 38 Wash, 1026g",4/18/2019,5,What you’d expect,Exactly what you’d expect. I occasionally use 2 pods for larger loads. Slightly cheaper per pod than the supermarket.,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R1LG3Z7TNCXECT?ASIN=B07BNKMTMH,Organic,Child,,Laundry,#6 Non-bio Capsules,Non Bio Washing Capsules,,,,non-Power SKU,Core of the Core,TRUE,0,6d37824c-0636-ce62-7d66-3eccb126d892
5/18/2019,AMAZON,8.71045E+12,B07BNKMTMH,Persil,Homecare,Laundry,"Persil 3in1 Non Bio Washing Capsules 38 Wash, 1026g",4/18/2019,5,Levels clothes clean an smelling fresh,Quick delivery good value for money Leaves clothes smelling clean an fresh.,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R1X23A1XOHEG67?ASIN=B07BNKMTMH,Organic,Child,,Laundry,#6 Non-bio Capsules,Non Bio Washing Capsules,,,,non-Power SKU,Core of the Core,TRUE,0,0e5d62b2-5fcb-130a-523c-db096d449ec5
5/18/2019,AMAZON,8.71811E+12,B00P7PE82O,Dove Men+Care,Personal Care,Deos,Dove Men+Care Extra Fresh Anti-perspirant Deodorant Aerosol 250ml,4/18/2019,5,Great product,Works well.,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/RH6U740HSPAD0?ASIN=B00P7PE82O,Organic,Parent,,Deos,Men Aerosol Anti-Perspirant Deodorant,Male Anti-Perspirant Deodorant,,,,non-Power SKU,Core of the Core,TRUE,0,1e486cff-0ca7-b0c7-f2f6-f0ba7b6f819c
5/19/2019,AMAZONPRIMEPANTRY,8.71045E+12,B079JLTTR6,Comfort,Homecare,Laundry,Comfort Pure Fabric Conditioner 166 Wash 5L,4/20/2019,1,Better off going Costco,This felt like it was watered down and wasn’t closed when I received it. In fact this like is a really poor product. Do not buy.,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R3H5RYG21O710X?ASIN=B079JLTTR6,Organic,Parent,,Laundry,#17 Fabric Softener,,,,,non-Power SKU,Core of the Core,TRUE,0,5e31dbd9-a320-c92b-1a9f-c6532d51c4d7
5/19/2019,AMAZONPRIMEPANTRY,8.71764E+12,B014G2VTL6,Sure,Personal Care,Deos,Sure Maximum Protection Clean Scent Cream Stick Antiperspirant 45ml,4/19/2019,5,Fulfils its promise,"Purchased this for my sport mad teenage daughter who wanted a deodorant that would last until the end of the day, this product does exactly what is promises the scent is also amazing",0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R3AKBIX63LSUPD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B014G2VTL6,Organic,Child,,Deos,Sure Advanced Protection,Female Anti-Perspirant Deodorant,,,,non-Power SKU,Core of the Core,TRUE,1,0b903d51-632a-e710-c396-95e9576e816e
5/19/2019,AMAZON,8.71045E+12,B077YLQ2R1,Comfort,Homecare,Laundry,Comfort Pure Fabric Conditioner 166 Wash 5L,4/19/2019,5,Good for people with allergies,"We have allergies, this product is the only one good for us",0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/RURWBBZDJQ4JK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B077YLQ2R1,Organic,Parent,,Laundry,#17 Fabric Softener,,,,,Power SKU,Core of the Core,TRUE,1,5881c2d6-1020-e968-a5d6-c0521e1692c3
5/19/2019,AMAZON,8.71764E+12,B00OQ3KBZG,Sure,Personal Care,Deos,Sure Maximum Protection Clean Scent Cream Stick Antiperspirant 45ml,4/19/2019,5,Fulfils its promise,"Purchased this for my sport mad teenage daughter who wanted a deodorant that would last until the end of the day, this product does exactly what is promises the scent is also amazing",0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R3AKBIX63LSUPD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00OQ3KBZG,Organic,Parent,,Deos,Sure Advanced Protection,Female Anti-Perspirant Deodorant,,,,Power SKU,Core of the Core,TRUE,1,e34f27ab-9eec-68b5-6185-c446eb8e31d2
5/19/2019,AMAZON,8.71045E+12,B073V3SVM9,Surf,Homecare,Laundry,Surf Tropical Lily Washing Liquid 85 Wash 3L,4/19/2019,5,Come in time,Very lovely,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R1ZZ68BFZE3RBT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B073V3SVM9,Organic,Parent,,Laundry,#11 Bio Liquid,n/a,,,,non-Power SKU,Core of the Core,TRUE,0,f9e0f6c7-7df2-af7c-4fca-ef85bdef1344
5/20/2019,SUPERDRUG,5.01145E+12,949222,Simple,Personal Care,Skin Care,Simple Kind To Skin Purifying Cleansing Lotion 200ml,4/20/2019,5,Brillian cleanser,"I love this cleansing lotion, its thick and gentle on my skin and with Superdrug's fantastic price deals if was even better.",0,Unilever Global,UK,,,,Organic,Parent,,Skin Care,#2 Face Cleanser,Cleansing Lotion,,,,non-Power SKU,Core of the Core,FALSE,0,5d0a8eb5-3b09-c859-c3bf-ce535314bdca
5/20/2019,ASDA,8.71091E+12,6014141,Simple,Personal Care,Skin Cleansing,Simple Water Boost Skin Quench Sleeping Cream 50ml,4/20/2019,1,Simple,Do NOT buy this or any other simple products as they have changed the preservatives in them. I have come out in a bad sore rash my eyes are burning and my top lip tingled I had to wash it all off! I phoned simple and she told me they have had a product change in all their stuff changing the preservatives!! When I asked WHY she just said I don't know it just changed. I want to know why!!?? There's no good reason except maybe for them to save money using cheaper ingredients!! I've used simple products for nearly 20 years since Nivea did the same and sold their company to a German company who changed all their products. Im really angry about this what am I supposed to use now. I have VERY sensitive skin and simple was ok but now it's rubbish! Im skin is sore burnt and simple just don't care!! Please be careful as I usually stock up when my products are on offer but fully Asda gave me a refund onto a gift card as I didn't have the receipt for the 6 bottles I had or I'd have been well out if pocket!!??,0,Unilever Global,UK,,,,Organic,Parent,,Skin Cleansing,#15 Face Moisturiser,Face Moisturisers,,,,non-Power SKU,Core of the Core,FALSE,0,15371e93-f713-038f-d284-1f8e2a6e5245
5/20/2019,ASDA,8.00092E+12,1037119,Twister,Foods,Ice Cream,"Twister Pineapple, Lemon-Lime and Strawberry Mini Ice Cream Lolly 8 x 50ml",4/20/2019,5,Best lollies ever!,These are just perfect. They really created the perfect fruit-cream balance in a lollie. Love the fact that the cream is not foamy as the rest of vanilla ice cream flavours,0,Unilever Global,UK,,,,Organic,Parent,,Ice Cream,Kids ice cream,Kids ice cream,,,,non-Power SKU,Core of the Core,FALSE,0,b35e8488-14ba-8bdf-f69e-692c51d67615
5/20/2019,OCADO,8.7141E+12,357396011,Magnum,Foods,Ice Cream,Magnum  Double Raspberry Ice Cream 3 x 88ml,4/20/2019,5,love these,Absolutely delicious. My sons favourite,0,Unilever Global,UK,,,,Organic,Parent,,Ice Cream,Magnum,Magnum,,,,non-Power SKU,Core of the Core,FALSE,0,b3b97fdc-ab51-20c8-9610-36850a43f8ac
5/20/2019,OCADO,8.71257E+12,200832011,Magnum,Refreshment,Ice Cream,Magnum  Classic Ice Cream 8 x 110ml,4/20/2019,4,good value,One star removed as most of the pieces were cracked .,0,Unilever Global,UK,,,,Organic,Parent,,Ice Cream,Magnum,Magnum,,,,Retailer Core of the Core,Core of the Core,FALSE,0,895d4053-6cf0-2062-67ff-398ee64131a9
5/20/2019,BOOTS,8.71091E+12,6880088,Dove,Personal Care,Skin Care,Dove  Summer Revived Shimmer Gradual Tan 200ml,4/20/2019,3,Sticky,"I bought this today as my mother has banned tan in my house so thought I could be sneaky and purchase a moisturiser/tan all in one. When I applied it seemed a bit sticky, but just thought it would sink in after a bit of time. When I woke up in the morning the tan hadn't sunk in at all and still felt tacky. The colour of the tan is really natural and gives a healthy glow and doesn't smell, easy for a last minute night out.",0,Unilever Global,UK,,,,Organic,Parent,,Skin Care,#10 Self-Tan,Gradual Self Tan,,,,non-Power SKU,Core of the Core,FALSE,0,4b871f57-44e5-70ae-3ecc-a8bc662e6ed3
5/20/2019,AMAZONPRIMEPANTRY,5.01225E+12,B00ZIWIWRS,TRESemmé,Personal Care,Hair,Tresemme Silky Smooth Shampoo 900ml,4/20/2019,5,Nice for hair,Great buy,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R25MYOUMTOK10?ASIN=B00ZIWIWRS,Organic,Parent,,Hair,Women General Cleanse shampoo,Women General Cleanse shampoo,,,,Retailer Core of the Core,Core of the Core,TRUE,0,7e2df8cf-916b-0cc7-2fff-cdcb1c45355f
5/20/2019,AMAZONPRIMEPANTRY,5.01225E+12,B004K557YU,TRESemmé,Personal Care,Hair,Tresemme  Cleanse & Replenish Shampoo 900ml,4/20/2019,5,5 stars,Good price,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R2X3SOV8HAVJOH?ASIN=B004K557YU,Organic,Child,,Hair,Women General Cleanse shampoo,Women General Cleanse shampoo,,,,Retailer Core of the Core,Core of the Core,TRUE,0,2a7f16bd-e08b-ac25-3be0-04e62cda5525
5/20/2019,AMAZON,5.00018E+12,B003UU59QW,Marmite,Foods,Savoury,Marmite  Spread Yeast Extract 500g,4/20/2019,5,Yay,Thank god somebody delivers to Brazil!!! Making expats lives more bearable. Thank you :),0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R1CXBLBAREOPRW?ASIN=B003UU59QW,Organic,Parent,,Savoury,Yeast Extract,Yeast Extract,,,,non-Power SKU,Core of the Core,TRUE,0,26525ff9-8a22-c50c-7f21-d73b22a0d296
5/20/2019,AMAZON,5.01225E+12,B00OQ890AI,TRESemmé,Personal Care,Hair,Tresemme Silky Smooth Shampoo 900ml,4/20/2019,5,Nice for hair,Great buy,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R25MYOUMTOK10/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00OQ890AI,Organic,Child,,Hair,Women General Cleanse shampoo,Women General Cleanse shampoo,,,,non-Power SKU,Core of the Core,TRUE,1,db892753-7a6b-7563-f626-1a72d52c91fb
5/20/2019,AMAZON,5.01145E+12,B00OTRIFPC,Simple,Personal Care,Skin Care,Simple Kind to Skin Exfoliating Facial Wipes 25 Wipes,4/20/2019,1,Do not like these wipes at all,"I do not like these wipes at all, VERY scratchy on skin, not gentle at all. Would not recommend. Wipes rip apart easily during use.",0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R1J4YXO4UT80Y4?ASIN=B00OTRIFPC,Organic,Parent,,Skin Care,Wipes,Wipes,,,,non-Power SKU,Core of the Core,TRUE,0,4fd70fc9-0f83-e54a-45b5-1e86d2b92ec8
5/20/2019,AMAZON,5.01225E+12,B00P7RGSWK,TRESemmé,Personal Care,Hair,Tresemme  Cleanse & Replenish Shampoo 900ml,4/21/2019,5,Ok,Ok,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R12B8JJD6UX7XY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00P7RGSWK,Organic,Parent,,Hair,Women General Cleanse shampoo,Women General Cleanse shampoo,,,,non-Power SKU,Core of the Core,TRUE,0,e60ac93e-7d4a-08a9-6832-53e99a893450
5/20/2019,AMAZON,5.01225E+12,B00P7RGSWK,TRESemmé,Personal Care,Hair,Tresemme  Cleanse & Replenish Shampoo 900ml,4/20/2019,5,5 stars,Good price,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R2X3SOV8HAVJOH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00P7RGSWK,Organic,Parent,,Hair,Women General Cleanse shampoo,Women General Cleanse shampoo,,,,non-Power SKU,Core of the Core,TRUE,0,1214e093-135c-2e57-ee04-d53241af5320
5/20/2019,AMAZON,8.71045E+12,B07BNKMTMH,Persil,Homecare,Laundry,"Persil 3in1 Non Bio Washing Capsules 38 Wash, 1026g",4/20/2019,5,Nice product,Good buy,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R1BZES2EUHN32A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07BNKMTMH,Organic,Child,,Laundry,#6 Non-bio Capsules,Non Bio Washing Capsules,,,,non-Power SKU,Core of the Core,TRUE,0,eba786fd-ebe6-c8b9-20bc-4026816a83d9
5/20/2019,AMAZON,8.71045E+12,B07BNMH6S8,Persil,Homecare,Laundry,"Persil 3in1 Bio Washing Capsules 38 Wash, 1026g",4/20/2019,5,Nice product,Good buy,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R1BZES2EUHN32A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07BNMH6S8,Organic,Child,,Laundry,#12 Bio Capsules,Bio Washing Capsules,,,,non-Power SKU,Core of the Core,TRUE,0,bf4fbf3d-e675-27d5-a38c-cc300666200e
5/20/2019,AMAZON,8.71045E+12,B07CCNVLXY,Persil,Homecare,Laundry,"Persil 3in1 Colour Washing Capsules 38 Wash, 1026g",4/20/2019,5,Nice product,Good buy,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R1BZES2EUHN32A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07CCNVLXY,Organic,Parent,,Laundry,#2 Colour Capsules,Colour Washing Capsules,,,,non-Power SKU,Core of the Core,TRUE,0,7a555ee6-5997-ab34-64f5-b6d1b274f47b
5/20/2019,AMAZON,8.71045E+12,B07CZGKTYB,Persil,Homecare,Laundry,"Persil 3in1 Non Bio Washing Capsules 50 Wash, 1350g",4/20/2019,5,Nice product,Good buy,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R1BZES2EUHN32A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07CZGKTYB,Organic,Child,,Laundry,#6 Non-bio Capsules,Non Bio Washing Capsules,,,,Power SKU,Core of the Core,TRUE,0,7d7c147f-ae1d-4345-4929-7571f1de730b
5/21/2019,SUPERDRUG,5.01225E+12,292303,St. Ives,Personal Care,Skin Care,St. Ives Fresh Skin Apricot Face Scrub 150ml,4/21/2019,5,Amazing scrub,I had really dry patches on my forehead and cheeks for months and I tried loads of different expensive products but none of them worked. I used this scrub once and it got rid of it and made my skin so smooth! Very good scrub but dry flaky skin on your face.,0,Unilever Global,UK,,,,Organic,Parent,,Skin Care,#4 Face Scrub,Scrubs,,,,non-Power SKU,Core of the Core,FALSE,0,d6f3b0b0-ff3f-866f-d9be-6bb803a0d302
5/21/2019,ASDA,8.71256E+12,5185989,Sure,Personal Care,Deos,Sure Women Invisible Aqua Anti-perspirant Deodorant Aerosol 250ml,4/21/2019,1,New smell is awful,"This was my favourite deodorant and I was using it for years. I just bought a new can and realised that they changed the fragrance. I hate it, it's awful. Need to find a new deodorant now....",0,Unilever Global,UK,,,,Organic,Parent,,Deos,Female Anti-Perspirant Deodorant,Female Anti-Perspirant Deodorant,,,,non-Power SKU,Core of the Core,FALSE,0,aedd60d0-0e0c-4600-d5ac-b9287ad65d18
5/21/2019,AMAZONPRIMEPANTRY,5.01225E+12,B004K557YU,TRESemmé,Personal Care,Hair,Tresemme  Cleanse & Replenish Shampoo 900ml,4/21/2019,5,Ok,Ok,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R12B8JJD6UX7XY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B004K557YU,Organic,Child,,Hair,Women General Cleanse shampoo,Women General Cleanse shampoo,,,,Retailer Core of the Core,Core of the Core,TRUE,0,673b77f2-5429-2c2b-f15b-455a2c03ae6f
5/21/2019,AMAZONPRIMEPANTRY,8.71764E+12,B014DF520A,Cif,Homecare,HHC,Cif Ocean Floor Cleaner 1L,4/21/2019,5,Great price,"Great product, nice smell to it. Does the job well.",0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R2DOW18PAIJBEB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B014DF520A,Organic,Parent,,HHC,#5 Floor Liquids,Floor Cleaner,,,,non-Power SKU,Core of the Core,TRUE,0,c7f3fdcb-f119-e83d-6106-8e67bf026372
5/21/2019,AMAZONPRIMEPANTRY,8.71764E+12,B015J4N8VY,Comfort,Homecare,Laundry,Comfort Blue Skies Fabric Conditioner 85 Wash 3L,4/21/2019,5,Very good product,The product smelt great and made clothes smell fresh however it was priced cheaper/ same in tesco and Wilkinson’s,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R3SLPCWPQIIA78/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B015J4N8VY,Organic,Parent,,Laundry,#17 Fabric Softener,COTC Fabric Conditioner,,,,non-Power SKU,Core of the Core,FALSE,0,f043e70c-2471-d008-7c47-5f5fbe6288fe
5/21/2019,BOOTS,8.71256E+12,6333427,Dove,Personal Care,Skin Care,Dove  Medium to Dark Skin Summer Revived 200ml,4/21/2019,5,Simple application and great results!,"Can't go wrong for the price! I often use this alongside fake tan to sustain the colour and my skin often gets dry after applying fake tan so this helps to keep it hydrated! It's so quick and easy to apply. You can apply either morning or night and leave on - you'll see results quickly! So good to take away on holiday too to give you that extra summer glow and colour that's so easy to do! However... once you've finished applying, make sure you wash your hands or wipe your palms with a wet wipe. Also clean your nails thoroughly as the colour can stick there as you're using your hands to apply. Other than that, really recommends this product and it's such good value for money!",0,Unilever Global,UK,,,,Organic,Parent,,Skin Care,#10 Self-Tan,Gradual Self Tan,,,,non-Power SKU,Core of the Core,FALSE,0,cd660463-e526-29af-fa06-bf64c093dd69
5/21/2019,BOOTS,8.71256E+12,4413504,Sure,Personal Care,Deos,Sure Women Invisible Aqua Anti-perspirant Deodorant Aerosol 250ml,4/21/2019,1,New smell is awful,"This was my favourite deodorant and I was using it for years. I just bought a new can and realised that they changed the fragrance. I hate it, it's awful. Need to find a new deodorant now....",0,Unilever Global,UK,,,,Syndicated,Parent,,Deos,Female Anti-Perspirant Deodorant,Female Anti-Perspirant Deodorant,,,,non-Power SKU,Core of the Core,FALSE,0,5923f7fc-ec1e-c7a4-d153-74e9f5508170
5/21/2019,SAINSBURYS,8.71256E+12,6020362,Sure,Personal Care,Deos,Sure Women Invisible Aqua Anti-perspirant Deodorant Aerosol 250ml,4/21/2019,1,New smell is awful,"This was my favourite deodorant and I was using it for years. I just bought a new can and realised that they changed the fragrance. I hate it, it's awful. Need to find a new deodorant now....",0,Unilever Global,UK,,,https://www.sainsburys.co.uk/shop/gb/groceries/sure-woman-anti-perspirant-deodorant--clear-aqua-250ml#reviews,Syndicated,Parent,,Deos,Female Anti-Perspirant Deodorant,Female Anti-Perspirant Deodorant,,,,non-Power SKU,Core of the Core,FALSE,0,8fb5f5c9-6275-3ccb-f182-fa41086e54ea
5/21/2019,AMAZON,5.00018E+12,B003UU59QW,Marmite,Foods,Savoury,Marmite  Spread Yeast Extract 500g,4/21/2019,5,Perfect,All good,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/RQ9G8J9UV3WVU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B003UU59QW,Organic,Parent,,Savoury,Yeast Extract,Yeast Extract,,,,non-Power SKU,Core of the Core,TRUE,0,3ef0df04-1e2b-1352-7668-94d99af5d198
5/21/2019,AMAZON,5.00012E+12,B007XR2JZ2,Pot Noodle,Foods,Savoury,Pot Noodle  Bombay Bad Boy King Pot 114g,4/21/2019,5,Yummm,I love these noodles.,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/RIKN68Q5HOZ0R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B007XR2JZ2,Organic,Parent,,Savoury,Pot Snacks,Pot Snacks,,,,non-Power SKU,Core of the Core,TRUE,0,982a1044-6ca9-3115-30c9-24d85f09fc16
5/21/2019,AMAZON,8.71045E+12,B073V3SVM9,Surf,Homecare,Laundry,Surf Tropical Lily Washing Liquid 85 Wash 3L,4/24/2019,5,Great value for money!,I got this only for £8.50 hope it will reduce again. As it smell is very mice and every load to the consistency of how it will continues to work.,0,Unilever Global,UK,,,http:/www.amazon.co.uk/gp/customer-reviews/R21DVDAQFBY7T7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B073V3SVM9,Organic,Parent,,Laundry,#11 Bio Liquid,n/a,,,,non-Power SKU,Core of the Core,TRUE,0,3357f401-c8d2-61d2-965e-6e1056c7a278
